seed,budget_id,client_id,modal_alpha,modal_frequency,median_alpha,percentile_5,percentile_95,instability
0,false_positive_0p0025,Provision_PT_737E_Security_Camera,0.0012390329382863192,0.104,0.0013184769805621352,0.0008272748117917262,0.0018557347573939303,0.896
0,false_positive_0p0025,Provision_PT_838_Security_Camera,0.0016905629699686757,0.094,0.0016905629699686757,0.0012390329382863192,0.0023102801523438134,0.906
0,false_positive_0p0025,SimpleHome_XCS7_1002_WHT_Security_Camera,0.0025,0.092,0.002306640176476789,0.0015400924857617558,0.0030557533552299774,0.908
0,false_positive_0p0025,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.368,0.0007774278625536144,0.0005190713408839703,0.0013184769805621352,0.632
0,false_positive_0p0025,Samsung_SNH_1011_N_Webcam,0.003454720383954872,0.118,0.003563754284891536,0.002611916279593795,0.004713694182164228,0.882
0,false_positive_0p005,Danmini_Doorbell,0.00020435325068186532,0.144,0.0007082320094606293,0.00020435325068186532,0.005,0.856
0,false_positive_0p005,Ennio_Doorbell,0.00604394081474681,0.074,0.006431464886756847,0.004713694182164228,0.013579103493892939,0.926
0,false_positive_0p005,Ecobee_Thermostat,0.0007774278625536144,0.356,0.0011643757492860373,0.0007774278625536144,0.002306640176476789,0.644
0,false_positive_0p005,Philips_B120N10_Baby_Monitor,0.009052181499767073,0.048,0.007282647727490117,0.001974720351693796,0.01057371263440564,0.952
0,false_positive_0p005,Provision_PT_737E_Security_Camera,0.001403014798522277,0.068,0.0016905629699686757,0.0009663268605244831,0.004162766037009365,0.9319999999999999
0,false_positive_0p005,Provision_PT_838_Security_Camera,0.003454720383954872,0.098,0.003454720383954872,0.002375799717950316,0.0044296733570729436,0.902
0,false_positive_0p005,SimpleHome_XCS7_1002_WHT_Security_Camera,0.002101335038241075,0.086,0.002306640176476789,0.0015400924857617558,0.003147229058161292,0.914
0,false_positive_0p005,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.408,0.0007774278625536144,0.0005190713408839703,0.0015400924857617558,0.5920000000000001
0,false_positive_0p005,Samsung_SNH_1011_N_Webcam,0.003454720383954872,0.092,0.0038520976793631296,0.0028671063483278964,0.011251675622784191,0.908
0,false_positive_0p010,Danmini_Doorbell,0.004862462362330365,0.108,0.004862462362330365,0.003563754284891536,0.005859025023314181,0.892
0,false_positive_0p010,Ennio_Doorbell,0.013985601628028964,0.14,0.013557708855254222,0.010250207408245643,0.015836549169952394,0.86
0,false_positive_0p010,Ecobee_Thermostat,0.0007774278625536144,0.4,0.0011643757492860373,0.0007774278625536144,0.001914303317860402,0.6
0,false_positive_0p010,Philips_B120N10_Baby_Monitor,0.010250207408245643,0.156,0.01057371263440564,0.00933787601371104,0.012350989524223123,0.844
0,false_positive_0p010,Provision_PT_737E_Security_Camera,0.0037922543007677272,0.086,0.003973673144260582,0.0017935383585243518,0.013557708855254222,0.914
0,false_positive_0p010,Provision_PT_838_Security_Camera,0.003454720383954872,0.074,0.0039119410579585324,0.0029575946526810793,0.007059833406580807,0.926
0,false_positive_0p010,SimpleHome_XCS7_1002_WHT_Security_Camera,0.0023794396938173435,0.07,0.002611916279593795,0.0016388397980945052,0.008775227876704268,0.9299999999999999
0,false_positive_0p010,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.448,0.0007774278625536144,0.0005190713408839703,0.0015400924857617558,0.552
0,false_positive_0p010,Samsung_SNH_1011_N_Webcam,0.013142907562550378,0.11,0.013142907562550378,0.008246481766840761,0.016851953557426417,0.89
0,false_positive_0p020,Danmini_Doorbell,0.004862462362330365,0.11,0.004862462362330365,0.0037922543007677272,0.006234692705152413,0.89
0,false_positive_0p020,Ennio_Doorbell,0.013985601628028964,0.098,0.014882327366835047,0.011973108093406433,0.022289683600944528,0.902
0,false_positive_0p020,Ecobee_Thermostat,0.0007774278625536144,0.4,0.0011643757492860373,0.0007774278625536144,0.002306640176476789,0.6
0,false_positive_0p020,Philips_B120N10_Baby_Monitor,0.012740797213004081,0.14,0.011973108093406433,0.009936599900604321,0.013557708855254222,0.86
0,false_positive_0p020,Provision_PT_737E_Security_Camera,0.014426999059072134,0.144,0.014426999059072134,0.004713694182164228,0.01633636407288775,0.856
0,false_positive_0p020,Provision_PT_838_Security_Camera,0.008246481766840761,0.08,0.007512494257056929,0.003454720383954872,0.009647787919062041,0.92
0,false_positive_0p020,SimpleHome_XCS7_1002_WHT_Security_Camera,0.020946632040383325,0.126,0.021607725486167025,0.009906663706259658,0.02527947781829815,0.874
0,false_positive_0p020,SimpleHome_XCS7_1003_WHT_Security_Camera,0.0005190713408839703,0.306,0.0007774278625536144,0.0005190713408839703,0.029482041553056,0.694
0,false_positive_0p020,Samsung_SNH_1011_N_Webcam,0.03041251975124424,0.08,0.021607725486167025,0.011973108093406433,0.03137236462933982,0.92
