seed,budget,policy,macro_recall,worst_client_recall,federation_fpr,budget_usage,fallback_rate
0,false_positive_0p001,eq_fpr,0.42857142857142855,0.0,0.001980579096690922,1.9805790966909218,0.0
0,false_positive_0p001,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p001,fabrid_macro,0.42857142857142855,0.0,0.001980579096690922,1.9805790966909218,0.0
0,false_positive_0p001,fabrid_cvar,0.42857142857142855,0.0,0.001980579096690922,1.9805790966909218,0.0
0,false_positive_0p001,fabrid_macro_finite_safe,0.2857142857142857,0.0,0.0002922178963205718,0.29221789632057177,0.0
0,false_positive_0p001,fabrid_cvar_finite_safe,0.2857142857142857,0.0,0.0002922178963205718,0.29221789632057177,0.0
0,false_positive_0p001,fabrid_macro_no_rate_minimization,0.42857142857142855,0.0,0.001980579096690922,1.9805790966909218,0.0
0,false_positive_0p001,common_rate_macro,0.42857142857142855,0.0,0.001980579096690922,1.9805790966909218,0.0
0,false_positive_0p001,pooled_shared,0.9999813380610245,0.9998693664271718,0.002892314107783897,2.8923141077838967,0.0
0,false_positive_0p001,eq_fpr_matched_macro,0.2857142857142857,0.0,0.0002922178963205718,0.29221789632057177,0.0
0,false_positive_0p001,eq_fpr_matched_cvar,0.2857142857142857,0.0,0.0002922178963205718,0.29221789632057177,0.0
0,false_positive_0p0025,eq_fpr,0.42857142857142855,0.0,0.0022006853998832784,0.8802741599533114,0.0
0,false_positive_0p0025,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p0025,fabrid_macro,0.42857142857142855,0.0,0.002377834479272915,0.9511337917091659,0.0
0,false_positive_0p0025,fabrid_cvar,0.42857142857142855,0.0,0.002377834479272915,0.9511337917091659,0.0
0,false_positive_0p0025,fabrid_macro_finite_safe,0.2857142857142857,0.0,0.0005123241995129284,0.20492967980517135,0.0
0,false_positive_0p0025,fabrid_cvar_finite_safe,0.2857142857142857,0.0,0.0005123241995129284,0.20492967980517135,0.0
0,false_positive_0p0025,fabrid_macro_no_rate_minimization,0.42857142857142855,0.0,0.002289532910104358,0.9158131640417433,0.0
0,false_positive_0p0025,common_rate_macro,0.42857142857142855,0.0,0.0021517728880627546,0.8607091552251018,0.0
0,false_positive_0p0025,pooled_shared,0.9999891138689311,0.9999237970825169,0.0037632403797362548,1.5052961518945018,0.0
0,false_positive_0p0025,eq_fpr_matched_macro,0.5714285714285714,0.0,0.0030867185627833477,1.234687425113339,0.0
0,false_positive_0p0025,eq_fpr_matched_cvar,0.5714285714285714,0.0,0.0030867185627833477,1.234687425113339,0.0
0,false_positive_0p005,eq_fpr,0.8571241952038816,0.0,0.007966713254657759,1.5933426509315518,0.0
0,false_positive_0p005,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p005,fabrid_macro,0.42857142857142855,0.0,0.002989240877029461,0.5978481754058922,0.0
0,false_positive_0p005,fabrid_cvar,0.5714285714285714,0.0,0.0036316674028419567,0.7263334805683913,0.0
0,false_positive_0p005,fabrid_macro_finite_safe,0.2857142857142857,0.0,0.0011237305972694744,0.2247461194538949,0.0
0,false_positive_0p005,fabrid_cvar_finite_safe,0.4285613200211502,0.0,0.0009845765656221813,0.19691531312443625,0.0
0,false_positive_0p005,fabrid_macro_no_rate_minimization,0.8571428571428571,0.0,0.007015529882889044,1.4031059765778089,0.0
0,false_positive_0p005,common_rate_macro,0.8571241952038816,0.0,0.007966713254657759,1.5933426509315518,0.0
0,false_positive_0p005,pooled_shared,0.9999898914497216,0.9999292401480513,0.005336787563477714,1.0673575126955428,0.0
0,false_positive_0p005,eq_fpr_matched_macro,0.5714285714285714,0.0,0.005597550715094725,1.1195101430189451,0.0
0,false_positive_0p005,eq_fpr_matched_cvar,0.5714285714285714,0.0,0.0073545736248843635,1.4709147249768726,0.0
0,false_positive_0p010,eq_fpr,1.0,1.0,0.014980492160313556,1.4980492160313554,0.0
0,false_positive_0p010,greedy,0.0,0.0,0.0,0.0,0.0
0,false_positive_0p010,fabrid_macro,0.7142857142857143,0.0,0.006980460259436515,0.6980460259436515,0.0
0,false_positive_0p010,fabrid_cvar,0.8571428571428571,0.0,0.024690318103553266,2.4690318103553266,0.0
0,false_positive_0p010,fabrid_macro_finite_safe,0.5714184628782931,0.0,0.00398408004229557,0.39840800422955697,0.0
0,false_positive_0p010,fabrid_cvar_finite_safe,0.5714285714285714,0.0,0.017748223539100844,1.7748223539100845,0.0
0,false_positive_0p010,fabrid_macro_no_rate_minimization,0.8571428571428571,0.0,0.026140010638710076,2.6140010638710076,0.0
0,false_positive_0p010,common_rate_macro,1.0,1.0,0.014980492160313556,1.4980492160313554,0.0
0,false_positive_0p010,pooled_shared,0.9999961120960468,0.9999727846723274,0.009136948333643804,0.9136948333643804,0.0
0,false_positive_0p010,eq_fpr_matched_macro,0.8571428571428571,0.0,0.011147572891308171,1.114757289130817,0.0
