seed,candidate_alpha,dispersion,aggregate
0,0.0,0.0,0.17445431253478114
0,0.0001,0.25115551479433057,0.17445431253478114
0,0.00010315608468468423,0.25115551479433057,0.17445431253478114
0,0.00010641177807473732,0.25115551479433057,0.17445431253478114
0,0.00010977022390525428,0.25115551479433057,0.17445431253478114
0,0.00011323466513027149,0.25115551479433057,0.17445431253478114
0,0.00011680844705420146,0.25115551479433057,0.17445431253478114
0,0.0001204950205620966,0.25115551479433057,0.17445431253478114
0,0.0001242979454518639,0.25115551479433057,0.17445431253478114
0,0.00012822089387164734,0.25115551479433057,0.17445431253478114
0,0.0001322676538656955,0.25115551479433057,0.17445431253478114
0,0.00013644213303214185,0.25115551479433057,0.17445431253478114
0,0.00014074836229622576,0.25115551479433057,0.17445431253478114
0,0.00014519049980260066,0.2511572120814365,0.17445431253478114
0,0.00014977283493048703,0.2511572120814365,0.17445431253478114
0,0.00015449979243554535,0.3306867659749797,0.17445431253478114
0,0.00015937593672247252,0.3306867659749797,0.17445431253478114
0,0.0001644059762524425,0.3306867659749797,0.17445431253478114
0,0.00016959476808965125,0.3306867659749797,0.17445431253478114
0,0.00017494732259135448,0.3306867659749797,0.17445431253478114
0,0.00018046880824592514,0.3306867659749797,0.17445431253478114
0,0.00018616455666360695,0.3306867659749797,0.17445431253478114
0,0.00019204006772477732,0.3306867659749797,0.17445431253478114
0,0.00019810101489069605,0.3306867659749797,0.17445431253478114
0,0.00020435325068186532,0.3306867659749797,0.17445431253478114
0,0.00021080281232928983,0.3306867659749797,0.17445431253478114
0,0.00021745592760409819,0.3306867659749797,0.17445431253478114
0,0.00022431902083114915,0.3306867659749797,0.17445431253478114
0,0.00023139871909243442,0.3306867659749797,0.17445431253478114
0,0.00023870185862626624,0.3306867659749797,0.17445431253478114
0,0.0002462354914284262,0.40971079555843987,0.17445431253478114
0,0.0002540068920616557,0.4098168488438244,0.17445431253478114
0,0.000262023564680056,0.4098168488438244,0.17445431253478114
0,0.00027029325027518665,0.4098168488438244,0.17445431253478114
0,0.000278823934150857,0.4098168488438244,0.17445431253478114
0,0.00028762385363382593,0.4063977014967456,0.17445431253478114
0,0.0002967015060278617,0.4063977014967456,0.17445431253478114
0,0.0003060656568188345,0.43039848488503435,0.17445431253478114
0,0.0003157253481387716,0.43039848488503435,0.17445431253478114
0,0.00032568990749704533,0.4165382189627713,0.17445431253478114
0,0.00033596895678712145,0.4165382189627713,0.17445431253478114
0,0.0003465724215775732,0.4165382189627713,0.17445431253478114
0,0.00035751054069632225,0.4166339133868452,0.17445431253478114
0,0.00036879387611737024,0.4166339133868452,0.17445431253478114
0,0.0003804333231595639,0.4166339133868452,0.17445431253478114
0,0.00039244012100723773,0.4166339133868452,0.17445431253478114
0,0.00040482586356290346,0.41714544420220573,0.17445431253478114
0,0.0004176025106424529,0.41714544420220573,0.17445431253478114
0,0.00043078239952369575,0.41714544420220573,0.17445431253478114
0,0.0004443782568593783,0.41714544420220573,0.17445431253478114
0,0.00045840321096618346,0.41714969603621344,0.17445431253478114
0,0.00047287080450158787,0.41714969603621344,0.17445431253478114
0,0.0004877950075408056,0.41714969603621344,0.17445431253478114
0,0.0005031902310664547,0.41714969603621344,0.17445431253478114
0,0.0005190713408839703,0.41714969603621344,0.17445431253478114
0,0.0005354536719761938,0.41714969603621344,0.17445431253478114
0,0.0005523530433110137,0.41714969603621344,0.17445431253478114
0,0.0005697857731163399,0.41750244239348444,0.17445431253478114
0,0.0005877686946371738,0.41750244239348444,0.17445431253478114
0,0.000606319172389986,0.41750624266182584,0.17445431253478114
0,0.0006254551189300899,0.41750624266182584,0.17445431253478114
0,0.0006451950121482159,0.3665332322464588,0.17445431253478114
0,0.0006655579131129724,0.3665332322464588,0.17445431253478114
0,0.0006865634844764341,0.3665332322464588,0.17445431253478114
0,0.0007082320094606293,0.36653680034748415,0.17445431253478114
0,0.0007305844114432468,0.36654750601594854,0.17445431253478114
0,0.0007536422741614974,0.37197604217320657,0.17445431253478114
0,0.0007774278625536144,0.307523084846516,0.17445431253478114
0,0.0008019641442581362,0.307523084846516,0.17445431253478114
0,0.0008272748117917262,0.307523084846516,0.17445431253478114
0,0.0008533843054269342,0.307523084846516,0.17445431253478114
0,0.0008803178367920126,0.307523084846516,0.17445431253478114
0,0.0009081014132155488,0.30752605589805815,0.17445431253478114
0,0.0009367618628394448,0.30752795677137995,0.17445431253478114
0,0.0009663268605244831,0.3171976670836574,0.17445431253478114
0,0.0009968249545734852,0.3171976670836574,0.17445431253478114
0,0.001,0.317198091835223,0.17445431253478114
0,0.0010282855942978896,0.317198091835223,0.17445431253478114
0,0.0010607391584543395,0.317198091835223,0.17445431253478114
0,0.001094216984578764,0.317198091835223,0.17445431253478114
0,0.001128751399246268,0.317198091835223,0.17445431253478114
0,0.0011643757492860373,0.16499718012843687,0.17445431253478114
0,0.0012011244339814311,0.16507569171773911,0.17445431253478114
0,0.0012390329382863192,0.16511630605957284,0.17445431253478114
0,0.0012781378670897654,0.16511630605957284,0.17445431253478114
0,0.0013184769805621352,0.16513768285611685,0.17445431253478114
0,0.0013600892306167424,0.16513768285611685,0.17445431253478114
0,0.001403014798522277,0.16514138999617142,0.17445431253478114
0,0.0014472951337022918,0.16514138999617142,0.17445431253478114
0,0.0014929729937592485,0.16514120601311283,0.17445431253478114
0,0.0015400924857617558,0.16514066350431109,0.17445431253478114
0,0.0015886991088348535,0.16514066350431109,0.17445431253478114
0,0.0016388397980945052,0.16545740977527323,0.17445431253478114
0,0.0016905629699686757,0.16545740977527323,0.17445431253478114
0,0.0017439185689487981,0.16545740977527323,0.17445431253478114
0,0.0017989581158167555,0.16545740977527323,0.17445431253478114
0,0.0018557347573939303,0.16546684872621842,0.17445431253478114
0,0.001914303317860402,0.16546719171728272,0.17445431253478114
0,0.001974720351693796,0.16546868737277218,0.17445431253478114
0,0.0020370441982789467,0.16547118986594975,0.17445431253478114
0,0.002101335038241075,0.1655005048098845,0.17445431253478114
0,0.002167654951556903,0.16550381923771695,0.17445431253478114
0,0.0022360679774997894,0.165487731487668,0.17445431253478114
0,0.002306640176476789,0.16652438833758387,0.17445431253478114
0,0.0023794396938173435,0.16652438833758387,0.17445431253478114
0,0.0024545368255752074,0.16652438833758387,0.17445431253478114
0,0.0025,0.16652438833758387,0.17445431253478114
0,0.002532004086407121,0.16652438833758387,0.17445431253478114
0,0.002611916279593795,0.16652819588699577,0.17445431253478114
0,0.0026943505692708287,0.16652877218219952,0.17445431253478114
0,0.002779386554939285,0.1665335160171231,0.17445431253478114
0,0.0028671063483278964,0.1665335160171231,0.17445431253478114
0,0.0029575946526810793,0.1665375530808105,0.17445431253478114
0,0.0030509388445493866,0.16653928140231886,0.17445431253478114
0,0.003147229058161292,0.16654376403787988,0.17445431253478114
0,0.0032465582724578485,0.16654376403787988,0.17445431253478114
0,0.0033490224008742397,0.16654854045394893,0.17445431253478114
0,0.003454720383954872,0.1665522170896317,0.17445431253478114
0,0.003563754284891536,0.1259302943398235,0.17445431253478114
0,0.0036762293880767756,0.12593129469386719,0.17445431253478114
0,0.0037922543007677272,0.1259322307341328,0.17445431253478114
0,0.0039119410579585324,0.12593446652395418,0.17445431253478114
0,0.004035405230562632,0.12593465160414347,0.17445431253478114
0,0.004162766037009365,0.12593539278828084,0.17445431253478114
0,0.004294146458362655,0.12593783758936158,0.17445431253478114
0,0.0044296733570729436,0.12593802642608656,0.17445431253478114
0,0.004569477599477056,0.12593629434537343,0.17445431253478114
0,0.004713694182164228,0.12594007767633983,0.17445431253478114
0,0.004862462362330365,0.12594382608610474,0.17445431253478114
0,0.005,0.12594454149819756,0.17445431253478114
0,0.005015925792246408,0.12594454149819756,0.17445431253478114
0,0.005174232657970618,0.12594472844969487,0.17445431253478114
0,0.005337535822438759,0.1259463798559979,0.17445431253478114
0,0.005505992973070277,0.12594691228159777,0.17445431253478114
0,0.005679766774033137,0.000285732941704428,0.17445431253478114
0,0.005859025023314181,0.000285732941704428,0.17445431253478114
0,0.00604394081474681,0.00028530323927626036,0.17445431253478114
0,0.006234692705152413,0.00028530323927626036,0.17445431253478114
0,0.006431464886756847,0.0002859081693624188,0.17445431253478114
0,0.006634447365048623,0.00028646172313113956,0.17445431253478114
0,0.00684383614225036,0.0002832633969024848,0.17445431253478114
0,0.007059833406580807,0.0002838979738245058,0.17445431253478114
0,0.007282647727490117,0.00028566888516581824,0.17445431253478114
0,0.007512494257056929,0.0002817181437620975,0.17445431253478114
0,0.007749594937741685,0.000268721125210387,0.17445431253478114
0,0.007994178716696814,0.0002697846130144261,0.17445431253478114
0,0.008246481766840761,0.0002561107721421123,0.17445431253478114
0,0.00850674771490929,0.0002565858821798153,0.17445431253478114
0,0.008775227876704268,0.00025799868812034977,0.17445431253478114
0,0.009052181499767073,0.00026120093798913185,0.17445431253478114
0,0.00933787601371104,0.0002631983951540065,0.17445431253478114
0,0.009632587288454567,0.0002636509576492041,0.17445431253478114
0,0.009936599900604321,0.0002598166291778733,0.17445431253478114
0,0.01,0.00022604630596273994,0.17445431253478114
0,0.010250207408245643,0.00022601643419984017,0.17445431253478114
0,0.01057371263440564,0.0002221189017405225,0.17445431253478114
0,0.010907427959462626,0.0002191358243597158,0.17445431253478114
0,0.011251675622784191,0.0002052023155476404,0.17445431253478114
0,0.011606788033885233,0.00020456431533445366,0.17445431253478114
0,0.011973108093406433,0.0002048130184031905,0.17445431253478114
0,0.012350989524223123,0.00019488238836987652,0.17445431253478114
0,0.012740797213004081,0.00019647757229740906,0.17445431253478114
0,0.013142907562550378,0.0001939114928834205,0.17445431253478114
0,0.013557708855254222,0.00019222711225040193,0.17445431253478114
0,0.013985601628028964,0.00018812233337452304,0.17445431253478114
0,0.014426999059072134,0.00018677357129611978,0.17445431253478114
0,0.014882327366835047,0.0001821637638266272,0.17445431253478114
0,0.015352026221584282,0.0001829500001636646,0.17445431253478114
0,0.015836549169952394,0.0001822686609193985,0.17445431253478114
0,0.01633636407288775,0.00017590663723053609,0.17445431253478114
0,0.016851953557426417,0.00017343191984868617,0.17445431253478114
0,0.01738381548272245,0.00017204469388502154,0.17445431253478114
0,0.0179324634207864,0.00017004261587688678,0.17445431253478114
0,0.01849842715239644,0.00016709070284869748,0.17445431253478114
0,0.019082253178660694,0.00014673790870296232,0.17445431253478114
0,0.019684505248725052,0.00014253989504073517,0.17445431253478114
0,0.02,0.00013968097384108887,0.17445431253478114
0,0.02030576490413591,0.00013968097384108887,0.17445431253478114
0,0.020946632040383325,0.0001209046455351064,0.17445431253478114
0,0.021607725486167025,0.00010841692423023587,0.17445431253478114
0,0.022289683600944528,0.00010641130332311659,0.17445431253478114
0,0.02299316489133851,0.00010346551772775796,0.17445431253478114
0,0.023718848646998237,0.00008545690064793148,0.17445431253478114
0,0.024467435596529582,0.00008227714604151068,0.17445431253478114
0,0.0252396485841266,0.00007410260939097483,0.17445431253478114
0,0.026036233267558315,0.00007261986628016619,0.17445431253478114
0,0.026857958838184384,0.00006444667461599875,0.17445431253478114
0,0.027705618763695115,0.00006196256951960766,0.17445431253478114
0,0.028580031554293065,0.00005914700139425428,0.17445431253478114
0,0.029482041553056,0.00005803795563684572,0.17445431253478114
0,0.03041251975124424,0.00005797910470893667,0.17445431253478114
0,0.03137236462933982,0.00003753450390768506,0.17445431253478114
0,0.03236250302462971,0.000013961835275106196,0.17445431253478114
0,0.03338389102617049,9.3078901833925e-6,0.17445431253478114
0,0.03443751489799912,6.179822351995468e-6,0.17445431253478114
0,0.03552439203148072,0.0,0.17445431253478114
0,0.0366455719277134,0.0,0.17445431253478114
0,0.037802137210938905,0.0,0.17445431253478114
0,0.03899520467393666,0.0,0.17445431253478114
0,0.04022592635641205,0.0,0.17445431253478114
0,0.04149549065741912,0.0,0.17445431253478114
0,0.04280512348289246,0.0,0.17445431253478114
0,0.0441560894293962,0.0,0.17445431253478114
0,0.045549693005232844,0.0,0.17445431253478114
0,0.046987279890091584,0.0,0.17445431253478114
0,0.04847023823445248,0.0,0.17445431253478114
0,0.049999999999999996,0.0,0.17445431253478114
1,0.0,0.0,0.1736148238979907
1,0.0001,0.25115551479433057,0.1736148238979907
1,0.00010315608468468423,0.25115551479433057,0.1736148238979907
1,0.00010641177807473732,0.25115551479433057,0.1736148238979907
1,0.00010977022390525428,0.25115551479433057,0.1736148238979907
1,0.00011323466513027149,0.25115551479433057,0.1736148238979907
1,0.00011680844705420146,0.25115551479433057,0.1736148238979907
1,0.0001204950205620966,0.25115551479433057,0.1736148238979907
1,0.0001242979454518639,0.25115551479433057,0.1736148238979907
1,0.00012822089387164734,0.25115551479433057,0.1736148238979907
1,0.0001322676538656955,0.25115551479433057,0.1736148238979907
1,0.00013644213303214185,0.25115551479433057,0.1736148238979907
1,0.00014074836229622576,0.25115551479433057,0.1736148238979907
1,0.00014519049980260066,0.25115551479433057,0.1736148238979907
1,0.00014977283493048703,0.25115551479433057,0.1736148238979907
1,0.00015449979243554535,0.32382043052650883,0.1736148238979907
1,0.00015937593672247252,0.32382043052650883,0.1736148238979907
1,0.0001644059762524425,0.32382043052650883,0.1736148238979907
1,0.00016959476808965125,0.32382043052650883,0.1736148238979907
1,0.00017494732259135448,0.32382043052650883,0.1736148238979907
1,0.00018046880824592514,0.32382043052650883,0.1736148238979907
1,0.00018616455666360695,0.32382043052650883,0.1736148238979907
1,0.00019204006772477732,0.32382043052650883,0.1736148238979907
1,0.00019810101489069605,0.32382043052650883,0.1736148238979907
1,0.00020435325068186532,0.32382043052650883,0.1736148238979907
1,0.00021080281232928983,0.32382043052650883,0.1736148238979907
1,0.00021745592760409819,0.32382043052650883,0.1736148238979907
